Url,Name,Price,Rating,No of Reviews,Description,Manufacturer,ASIN,Product Description
/uppercase-Backpack-2300EBP1-resistant-sustainable/dp/B0BWNCV31F,"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.0,(373), Handcrafted with care and made up of premium quality robust material  ,Acefour Accessories Pvt. Ltd.,B0B68Z3X7D,"This lightweight backpack is ideal for inter or intra-city travel and adventure trips. Features like padded shoulder straps and a trolley sleeve to securely place the bags on the luggage makes it easy to carry.It is crafted from wrinkle-free material which is 3x more water-resistant vegan leather and comes with rainproof zippers. It also features a padded laptop compartment that fits up to 14.6"" Laptop and back padding with Air mesh.Along with the laptop compartment, it includes additional space for daily essentials. It also features a quick-access front pocket, internal organiser and side bottle holders to safe keep your small belongings."
/Skybags-New-Neon-Backpack-Purple/dp/B07SRHCF9R,Skybags New Neon 30 L Backpack (Purple),999,4.3,(100), Colour: Purple<br><br><br>   Capacity: 30 L<br><br><br>   Compact backpack<br><br><br>   Special Features: Back Padding; Closure Type: Zipper<br><br>   Water Resistance Level: Water Resistant; Material Type: Polyester; Age Range Description: Adult<br>  ,Future Retail,B07SRHCF9R,
/Genie-Clara-Backpack-Women-compartments/dp/B097JJGR1N,"Genie Clara Backpack for Women - 3 compartments, Laptop Bags for Girls, Stylish and Trendy College Backpacks for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose.","1,025",4.2,(56),,,,
/POLESTAR-backpack-Backpack-College-Students/dp/B08X2JSJ6N,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",599,4.1,"(3,429)"," Care Instructions: Wipe with Damp Cloth   PADDED LAPTOP COMPARTMENT WITH MAXED OUT STORAGE : Generous 34 Ltrs backpack with Dimension of 35 Cm x 24 Cm x 45 Cm, 3 full size compartments & 2 side pockets, Fits upto 15.6 inches Laptop with elasticated strap lock at just 560 grams.   CRAFTED WITH PRECISION : Made with strong, water resistant Polyester fabric for a lightweight and durable finish. Our polestar Leader backpack is a blend of style and utility. A classic design with opulent detailing and aesthetic silhouette adds to your style and keeps your belongings safe.   COMFORTABLE CARRY : This strong and impervious backpack is a fabulous choice for daily use. Guaranteed for strength and durability, it has padded breathable mesh back and adjustable straps. The interiors have added foam padding to protected electronics. Ergo-Grip Backstraps that distribute weight evenly over your shoulders and back, while the integrated top grab handle lets you move effortlessly.   BENEFITS: 3 main compartments provide optimal organisation, with premium zippers keeping your valuables protected, 2 side water bottle pockets help keep your goods dry and body hydrated.   VERSATILITY : This made in india versatile backpack comes with 12 months warranty, and is perfect for everyone, men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks. All in one LEADER BACKPACK by Polestar.  ",20 February 2021,POLESTAR,
/Police-Polyester-Laptop-Spec-Backpack/dp/B07ZB8NWTZ,POLICE Polyester 35 Ltr Laptop Big Low Spec Laptop Backpack - Black/Navy,"1,569",3.3,(188)," Care Instructions: Dry Clean Only   PRODUCT FEATURES: It is Lightweight and comfortable to carry with adjustable padded straps. This Backpack has decent capacity to store essentials with inside zipper pockets to put your private or valuable items. It also has Zipper closure for handy access. It is perfect for business, travelling, meeting, shopping and daily use.<br>   CRAFTSMANSHIP: Each Police backpack is aesthetically designed and hand crafted by expert smiths to ensure consistent superior quality and high value for customers.<br>   LAPTOP COMPARTMENT: Include Padded laptop compartment to ensure your laptop is safe. It is ideal for 15"" Laptop.<br>   Warranty Type:Manufacturer, ; months manufacturing Warranty on Manufacturing Defects only.<br>   Compartment Description: Up To 15 Inches; Color Name: Navy,Black; Age Range Description: Adult; Water Resistance Level: Water Resistant; Style Name: Casual; Pattern Name: Solid<br>  ",Torero Corporation Pvt Ltd,B07ZB8NWTZ,It has a dedicated Laptop Compartment with cushion padding which can safely fits a laptops upto 15 inches.The bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move.
/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3F1G7T,ADISA Laptop Backpack 31 Ltrs,499,4.0,"(9,083)"," Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo   NOT INCLUDED : Raincover, Headphones & Cable (Images only for display)   Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)   Compartments : 2 with full padding; Front Easy Access Pocket   Dimensions : LxWxH- 12 x 7 x 18 inches  ",ADISA,B07G3F1G7T,
/Farraige%C2%AE-Silicone-Crossbody-Waterproof-Stationery/dp/B0B4G8W6MQ,Farraige® Cartoon Soft Silicone Bag Crossbody Shoulder Bag Purse Waterproof Anti Fall Stationery Storage Bag Handbag Sweet Birthday Gift for Children Students Girls,634,4.4,(25)," 【DIY Crossbody Bag】Rich color label patterns give the bag unique freedom, go out at any time with fashionable satchel bag. It can hold cell phones, small toys, candy, credit card, etc.   【Special Designs】Shoulder Camera Bag have large capacity, easy zipper closure, adjustable shoulder strap freely. Crossbody Purse with 6pcs Carton Tag   【Safe Material】The soft and environmentally friendly material is made of PVC+EVA+Polypropylene Webbing. Comfortable hand feel with fine surface workmanship, durable and dirt-resistant.   【Top Gifts for kids】Perfect for 3 + years old boys, girls, niece, granddaughter, grandson,etc. Nice xmas gifts, birthday gifts for kids, best birthday presents and Christmas gifts for kids.   Durable and Dirt-resistant: Cute Shoulder Handbag are easy to clean and durable. If the chocolate and ice cream dirty the bags, don’t worry, take one wet cloth and wipe it away and do not need to wash.(Attention: Please do not scratch the surface of the bags with sharp object.  ",B0B4G8W6MQ,65846,"Cute bear cross body bag for teen girls. Adjustable shoulder strap length. This cute bear purse is perfect for girls and women, suitable for storing phone, key, coins, napkins and other daily small objects.The colorful cross body bag is made of high quality silicone, soft, foldable, durable, weight light and waterproof, providing you with a good texture.The one-shoulder bag combines common bag allows you to enjoy fun time while hanging out on the street or in the car. The zipper closure design is convenient to open and close.It's definitely a wallet bag with pretty colors. You can pack your phone, keys, changes and tissues in it. But it's more than a clothes accessory. When you are tired and anxious, just press the silicone storage bag. You will get relaxed.The shoulder bag is a good match with fashions, such as dresses, tops, sweater, and tunics. It's suitable for daily wear and party.Every Pretty girl deserves this cute and fashionable bag! It is suitable for Birthday Party, Treasure Box Prizes, School Classroom Rewards, Carnival Prizes, Party Return Gifts, Christmas Stocking Stuffers, Goodie/Goody Bag Fillers, Easter Egg Fillers, and Easter Basket Stuffers Miniature Novelty Toys."
/Victorinox-Nylon-Black-Laptop-31322601/dp/B004UCORV2,Victorinox Nylon Black Laptop Bag (31322601),"25,320",4.5,(11)," Outer Material: 1680D Ballistic Nylon, Color: Black   Dimensions: 45 cms  ",29 January 2014,Victorinox,"Victorinox   organizer backpack is equipped with a padded laptop compartment built from   excellent quality material. An additional tablet Sleeve keeps your tablet or   Notepad in place. This ensures the safety of your device.The wide and well-cushioned shoulder strap ensures that you never feel burdened by the weight of your gadget. The specially designed straps dampen the load of the bag significantly and provide you with extra support making it all easier and comfortable to carry.Utility   areas and external compartments bring in an added level of functionality to   this bag. Small and sensitive items like keys, diary, wallets, pen-drives and   smartphones can be neatly organized.Travel hands-free in sleek, forward-thinking style with our Vx   Touring 15'' Laptop Backpack. It takes the backpack concept and reinvents it   for the most seasoned global business traveler. Detail driven and cleverly   constructed, it neatly houses a 15” laptop and all your mobile office   essentials. Lockable zippers ensure high security while you’re exploring the   urban jungle or jetting off to meetings."
/Wesley-briefcase-professional-Briefcase-messenger/dp/B0BJVDN7VT,Wesley office Laptop Bag briefcase notebook professional business 15.6 Inch Briefcase messenger sling Water resistant Laptop Bag Tablet Business Carrying Handbag for Women and Men (Charcoal Black),498,4.0,"(1,173)"," Wesley laptop bag professional series 15.6 inch   Laptop compartment with dual zippered access and thick foam padding, protects your laptop very well.   Made of top fabric, designed to be very lightweight and slim, but stylish, practical and durable.   Luggage strap which helps to easily fix the briefcase on handle of your trolley   Trendy look and design. Dimensions: 17 x12.5x3.5 inch  ›",Wesley,B0BJVDN7VT,
/Lenovo-Laptop-Everyday-Backpack-Black/dp/B07GM5NR14,Lenovo Everyday Laptop Backpack B515 15.6-inch Water Repellent Black,890,4.1,"(3,668)"," “COMPATIBLE WITH 15.6 INCH LAPTOP”: Lenovo 14"" Laptop Everyday Backpack B515 fits laptop up to 15.6"" Dimensions (W x D x H) (cm) : 32.5 x 12 x 44 (inches) : 12.8"" x 4.7"" x 17.3"" Weight: Starting at 1.5 lbs (700 g)<br> <br>   Material Type: Fabric; Water Resistance Level: Water Resistant; Age Range Description: Adult; Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Lining Description: Polyester; Strap Type: Padded Strap; Pattern Name: Solid; Style Name: Daypack Backpacks <br>  ›",,B07GM5NR14,"Made from high quality water-repellent and tear resistant  materials, the Lenovo 15.6"" Laptop Everyday Backpack is built for  the daily grind. It fits up to 15.6"" laptops with a main compartment  that is spacious enough to carry personal belongings for the gym, a  business trip, or everyday life. It also features a quick-access pocket  and two side pockets for additional storage space."
/Gear-Classic-Leather-Backpack-LBPCLSLTH0101/dp/B07G4D13LB,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"1,030",4.4,"(2,610)",,,,
/Lavie-Broxa-Womens-Sling-Plum/dp/B08JDG1NKX,Lavie Women's Broxa Flap Over Sling Bag | Ladies Purse Handbag,999,4.2,"(5,676)",,,,
/Capacity-Cosmetic-Portable-Leather-Organizer/dp/B0BTDKL3KX,"Renva Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetic Bag, Makeup Storage Bags with Handle and Divider,Makeup Organizer Bags (1 pcs, Black)",629,4.0,(16),,,,
/uppercase-Backpack-2300EBP1-repellent-sustainable/dp/B0B69M182Q,"uppercase Medium 17 Ltrs Vegan Leather (14.6 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty (Green)","1,600",4.0,(373),,,,
